Official Symbol Interactor A,Official Symbol Interactor B
Zfp281,Mynn
Zfp281,Zbtb43
Zfp281,Zfp287
Zfp42,Pou5f1
Zfp42,Yy1
Zfp42,Nacc1
Zfp42,Smarcad1
Zfp42,Rai14
Zfp42,Prmt1
Zfp42,Rnf2
Zfp42,Wapal
Zfp42,Wdr18
Zfp42,Smarcc1
Zfp42,Dpf2
Zfp42,Trim28
Zfp42,Tsix
Zfp42,Rlim
Rif1,Nanog
Rif1,Ankrd24
Rif1,Nrbp1
Rif1,Sbf1
Rif1,Smpd3
Ezh1,Eed
Ezh1,Suz12
Ezh1,Rbbp4
Ezh1,Aebp2
Ezh1,Jarid2
Ezh1,Mtf2
Ezh1,Stk38
Ezh1,E130012A19Rik
Ezh1,Rbbp7
Ezh1,Gm340
Ezh1,Ehmt2
Ezh1,Cbx3
Ezh1,Wiz
Ezh1,Ehmt1
Ezh1,AU022751
Ezh1,Lrrfip2
Mtf2,Ezh1
Mtf2,Ezh2
Mtf2,Eed
Mtf2,Suz12
Mtf2,Rbbp4
Mtf2,Stk38
Mtf2,Trim35
Mtf2,Ell
Mtf2,Ice1
Mtf2,Jarid2
Gatad2a,Nanog
Gatad2a,Sin3a
Kdm1a,Nanog
Kdm1a,Ar
Kdm1a,Kdm4c
Kdm1a,Mef2d
Kdm1a,Myod1
Kdm1a,Chaf1a
Kdm1a,Rcor1
Kdm1a,Gse1
Kdm1a,Rreb1
Kdm1a,Zfp516
Kdm1a,Sfmbt2
Kdm1a,Rcor2
Kdm1a,Hdac1
Kdm1a,Zmym2
Kdm1a,Rcor3
Kdm1a,Hdac2
Kdm1a,Supt5
Kdm1a,Trim14
Kdm1a,Xpo5
Kdm1a,Adnp
Kdm1a,Ctbp2
Kdm1a,Ctbp1
Kdm1a,Polr2a
Kdm1a,Kdm5a
Kdm1a,Cope
Kdm1a,Rnf2
Kdm1a,Trim21
Kdm1a,Sepsecs
Kdm1a,Supt16
Kdm1a,Hmg20b
Kdm1a,Pds5a
Kdm1a,Hmg20a
Kdm1a,Dhx15
Kdm1a,Esrrb
Kdm1a,Msh6
Kdm1a,Phf21a
Kdm1a,Mcm2
Kdm1a,Hmgb2
Kdm1a,Chd4
Kdm1a,Mta3
Kdm1a,Usp7
Kdm1a,Phc2
Kdm1a,Rpa1
Kdm1a,Lta4h
Kdm1a,Pspc1
Kdm1a,Fpgs
Kdm1a,Tfap2c
Kdm1a,Dnaja1
Kdm1a,Eml2
Kdm1a,Sec23ip
Kdm1a,Polr2b
Kdm1a,Sugt1
Kdm1a,Ik
Kdm1a,Ap2m1
Kdm1a,Cdc23
Kdm1a,Edc3
Kdm1a,Ddx1
Kdm1a,Rbpj
Kdm1a,Hes1
Mta1,Hdac2
Mta1,Mbd3
Mta1,Nanog
Mta1,Mta2
Mta1,Rbbp7
Mta1,Fosb
Mta1,Tgm2
Mta1,Rela
Mta1,Sh3gl3
Mael,Sin3b
Mael,Smarcb1
Mael,Ddx4
Mael,Tdrd1
Mael,Piwil2
Mael,Piwil1
Kcnip3,Ctbp2
Ing2,H3f3a
H3f3a,Bptf
H3f3a,Cbx2
H3f3a,Cbx4
H3f3a,Cbx6
H3f3a,Cbx7
H3f3a,Cbx8
H3f3a,Aurka
H3f3a,Hdac3
H3f3a,Hdac5
H3f3a,Uhrf1
H3f3a,Chd5
H3f3a,Chd1
H3f3a,Ezh2
H3f3a,Cbx3
Sox2,Xpo4
Sox2,Pou5f1
Sox2,Hdac1
Sox2,Lin28a
Sox2,Sall4
Sox2,Hdac2
Sox2,Six1
Sox2,Eya1
Sox2,Nanog
Sox2,Parp1
Sox2,Tlx1
Sox2,Ogt
Sox2,L3mbtl3
Sox2,Rcor2
Sox2,Ddb1
Sox2,Dcaf5
Sox2,Cul4b
Sox2,Hira
Sox2,Xrcc6
Sox2,Hnrnpm
Sox2,Rfc1
Sox2,Tbx3
Sox2,Gatad2b
Sox2,Tfe3
Sox2,Hnrnpc
Sox2,L1td1
Sox2,Arid5b
Sox2,Matr3
Sox2,Ubn2
Sox2,Atf1
Sox2,Rbbp4
Sox2,Akap8
Sox2,Hspa5
Sox2,Tfeb
Sox2,Ilf3
Sox2,Hist1h4d
Sox2,Clint1
Sox2,Hnrnpf
Sox2,Atad3a
Sox2,Rcn1
Sox2,Lmnb1
Sox2,Rbfox2
Sox2,Trim28
Sox2,Sall1
Sox2,Ddx17
Sox2,Msh2
Sox2,Ranbp2
Sox2,Pum2
Sox2,Fip1l1
Sox2,Hspa8
Sox2,Champ1
Sox2,Fn1
Sox2,Hnrnpd
Sox2,Hnrnph1
Sox2,Klf3
Sox2,Ruvbl2
Sox2,Rplp0
Sox2,Esrrb
Sox2,Rfc3
Sox2,Klf5
Sox2,Hnrnpu
Sox2,Nup98
Sox2,Zfp217
Sox2,Ddx5
Sox2,Eif2s2
Sox2,Cbx3
Sox2,Tubb4b
Sox2,Yy1
Sox2,Tuba1b
Sox2,Rpl10a
Sox2,Ruvbl1
Sox2,Dnttip1
Sox2,Pcgf2
Sox2,Numa1
Sox2,Ing5
Sox2,Rnf2
Sox2,Kat6b
Sox2,Trerf1
Sox2,Nifk
Sox2,Rbm38
Sox2,Tia1
Sox2,Creb1
Sox2,Dazap1
Sox2,Eed
Sox2,Chd4
Sox2,Cbx1
Sox2,Srsf1
Sox2,Naa40
Sox2,Smarcd1
Sox2,Vim
Sox2,Tmpo
Sox2,Cbx5
Sox2,Smarce1
Sox2,Glyr1
Sox2,Hnrnpa2b1
Sox2,Prpf8
Sox2,Sptan1
Sox2,Rpl17
Sox2,Prpf19
Sox2,Khsrp
Sox2,Smarcc1
Sox2,Msh6
Sox2,Kif22
Sox2,Kdm5b
Sox2,Rps7
Sox2,Sin3a
Sox2,Smc1a
Sox2,Arid1a
Sox2,Fubp3
Sox2,Magoh
Sox2,Fubp1
Sox2,Rbm8a
Sox2,Supt16
Sox2,Rpl11
Sox2,Nop58
Sox2,Smc3
Sox2,Elavl1
Sox2,D6Wsu163e
Sox2,Snord34
Sox2,Rn7sk
Sox2,Traip
Sox2,Prkag2
Sox2,Cetn2
Sox2,Mrps22
Sox2,Zfp930
Sox2,Mrpl32
Sox2,Kazn
Sox2,Psph
Trp53bp1,Ncoa6
Trp53bp1,Rnf168
Trp53bp1,Mdc1
Pik3cb,Ptk2b
Pik3cb,Pcna
Pik3cb,Nbn
Pik3cb,Rad17
Prmt2,Nfkbia
Prmt2,Rb1
Aatf,Maged1
Aatf,Abt1
Rptor,Mtor
Rptor,Akt1s1
Rptor,Mlst8
Rptor,Ddx1
Rptor,Dyrk3
Mtor,Rptor
Mtor,Rictor
Mtor,Chuk
Mtor,Rps6kb1
Mtor,Mlst8
Mtor,Mlxip
Mtor,Mapkap1
Mtor,Akt1s1
Mtor,Git1
Mtor,Arhgef7
Rictor,Mtor
Rictor,Mapkap1
Rictor,Mlst8
Rictor,Rptor
Mlst8,Mtor
Mlst8,Prmt1
Atrip,Atr
Creb3l4,Crem
Creb3l4,Hira
Creb3l4,H3f3a
Creb3l4,Dapk1
Creb3l4,Bub1
Creb3l4,Ddx41
Creb3l4,Anapc7
Creb3l4,Smc2
Creb3l4,Ddx5
Creb3l4,Ddx17
Crem,Creb3l4
Crem,Hira
Crem,Smc2
Crem,Xpo1
Crem,Anapc7
Polr1e,Ubtf
Polr1e,Polr1b
Polr1e,Aatf
Polr1e,Abt1
Polr1e,Elp3
Polr1e,Ftsj3
Polr1e,Mrto4
Polr1e,Nop14
Polr1e,Nvl
Polr1e,Polr3f
Polr1e,Polr3k
Polr1e,Uckl1
Polr1e,Utp11l
Polr1e,Wdr6
Htt,Ago2
Htt,Ezh2
Htt,Suz12
Htt,Btrc
Htt,Ctnnb1
Htt,Sqstm1
Htt,Dnajb1
Htt,Dnaja1
Htt,Hspa8
Htt,Hspa1b
Htt,Stx1a
Htt,Snap25
Htt,Cacna2d1
Htt,Cul2
Htt,Usp9x
Htt,Psmc2
Htt,Pkm
Htt,Sptan1
Htt,Tpm1
Htt,Atp5d
Htt,Atp5o
Htt,Cmc1
Htt,Slc1a2
Htt,Slc25a11
Htt,Slc25a3
Htt,Atp6v0e
Htt,Sfxn3
Htt,Vdac1
Htt,Vdac2
Htt,Ywhag
Htt,Diras2
Htt,Gnb2l1
Htt,Gnao1
Htt,Itpr1
Htt,Rac1
Htt,Aoc3
Htt,Cdh13
Htt,Cd36
Htt,Cnp
Htt,Plp1
Htt,Rab3d
Htt,Stx1b
Htt,Stxbp1
Htt,Syn1
Htt,Syt1
Htt,Syt2
Htt,Aldoa
Htt,Cox5a
Htt,Cpt1b
Htt,Dld
Htt,Eno3
Htt,Etfb
Htt,Hbb-b1
Htt,Immt
Htt,Jph2
Htt,Ckm
Htt,Ldha
Htt,Ldhb
Htt,Mtx1
Htt,Ndufs1
Htt,Ndufa9
Htt,Ndufv2
Htt,Ndufa8
Htt,Dlst
Htt,Alpl
Htt,Hadha
Htt,Dlat
Htt,Asph
Htt,Spag1
Htt,Uqcrc1
Htt,Uqcrc2
Htt,Ptrf
Htt,Cenpv
Htt,Chchd2
Htt,Chchd3
Htt,Luc7l2
Htt,Mog
Htt,Plin4
Htt,Dctn1
Htt,Bcl11b
Htt,Rest
Htt,Bag1
Htt,Hsp90ab1
Htt,Vcp
Htt,Cct6a
Htt,Hsp90b1
Htt,Alyref
Htt,Serbp1
Htt,Ybx1
Htt,Cirbp
Htt,Mdh2
Htt,Nes
Htt,Impg1
Htt,Wnk2
Nab2,Chd4
Hist4h4,Cbx6
Hist4h4,Cbx7
Hist4h4,Brdt
Cbx7,H3f3a
Cbx7,Pcgf2
Cbx7,Ring1
Cbx7,Pcgf6
Cbx7,Rnf2
Cbx7,Mph1
Cbx7,Ddx5
Sp1,Hdac1
Sp1,Jun
Sp1,Creb1
Sp1,Rela
Sp1,Bhlhe41
Sp1,Egr1
Sp1,Msx3
Sp1,Pparg
Sp1,Sp3
Sp1,Mdm2
Cebpb,Hdac1
Cebpb,Med1
Cebpb,Bhlhe40
Cebpb,Rnf41
Cebpb,Rb1
Cebpb,Mdm2
Cebpb,Ptges2
Epc1,Srf
Epc1,Ep300
Epc1,Trim27
Epc1,Tfdp1
Srf,Epc1
Srf,Hopx
Srf,Barx2
Srf,Myocd
Cmtm2a,Ar
Mnotch,Smad1
Glis2,Ctbp1
Hdac3,Glis2
Hdac3,Klf6
Hdac3,Hdac9
Hdac3,Zfp521
Hdac3,Runx2
Hdac3,Rac1
Hdac3,Ms4a2
Hdac3,Lyn
Hdac3,Sp1
Hdac3,Jun
Hdac3,Prox1
Hdac3,Emd
Hdac3,Wdtc1
Hdac3,H3f3a
Hdac3,Chd4
Hdac3,Mier1
Eya1,Sharpin
Eya1,Smarcc2
Eya1,Smarca4
Eya1,Neurod1
Eya1,Neurog1
Eya1,Sox2
Eya1,Six1
Eya1,Six2
Eya1,Six3
Eya1,Dach1
Eya1,Six4
Eya1,Six5
Eya1,Gnaz
Eya1,Gnai2
Sharpin,Eya1
Sharpin,Rbck1
Sharpin,Rnf31
Sharpin,Fyb
Sharpin,Scn11a
Sharpin,Zfp106
Sharpin,Stk24
Sharpin,Cux1
Sharpin,Traf2
Sharpin,Tekt4
Sharpin,Nsd1
Sharpin,Asap2
Sharpin,Cebpa
Sharpin,Psmd1
Sharpin,Adcyap1
Sharpin,Rnf20
Sharpin,Aifm1
Sharpin,Uchl1
Sharpin,Surf6
Sharpin,Capn13
Eya2,Sharpin
Rbck1,Eya1
Rbck1,Rnf31
Rbck1,Sharpin
Rbck1,Ikbkg
Rbck1,Chuk
Rbck1,Ikbkb
Aurkb,H3f3a
Aurkb,Parp1
Aurkb,Rnf2
Aurkb,Bmi1
Aurkb,Cbx7
Aurkb,Usp16
Aurkb,Eif4enif1
Aurkb,Fzr1
Aurkb,Map9
Aurkb,Prkrir
Set,Hnrnpa2b1
Set,Ftcd
Set,Eno1
Set,Aldh1l1
Set,Tcp1
Set,Cct2
Set,Cct5
Set,Cct8
Set,Actb
Set,Dnm2
Set,Pygm
Set,Fbp1
Set,Hspa5
Set,Eif2s1
Set,Alb
Set,Pold2
Set,Csnk2a1
Set,Atp5b
Set,Selenbp2
Set,Mta1
Set,Supt6
Set,Kdm3a
Set,Mib2
Set,Hspa1l
Set,Ppp2r5b
Set,Nmt1
Set,Shmt2
Set,Eef1a1
Set,Csnk1e
Set,Dhrs4
Set,Rab35
Set,Csnk2a2
Set,Anp32a
Set,Ccnd2
Set,Cdk4
Set,Apoe
Set,Farsb
Hnrnpa2b1,Set
Hnrnpa2b1,Ppp2ca
Hnrnpa2b1,Actn4
Hnrnpa2b1,Bre
Hnrnpa2b1,Fkbp3
Hnrnpa2b1,Fmr1
Hnrnpa2b1,Hdgf
Hnrnpa2b1,Magoh
Hnrnpa2b1,Map1s
Hnrnpa2b1,Pa2g4
Hnrnpa2b1,Pabpn1
Hnrnpa2b1,Ppie
Hnrnpa2b1,Ppil1
Hnrnpa2b1,Psma4
Hnrnpa2b1,Rps8
Hnrnpa2b1,Snrpf
Hnrnpa2b1,Fam175b
Hnrnpa2b1,Actb
Hnrnpa2b1,Ago2
Hnrnpa2b1,Cdc5l
Hnrnpa2b1,Ddx39b
Hnrnpa2b1,Ddx5
Hnrnpa2b1,Denr
Hnrnpa2b1,Eef1e1
Hnrnpa2b1,Gapdh
Hnrnpa2b1,Hnrnpa3
Hnrnpa2b1,Hnrnpab
Hnrnpa2b1,Hnrnpd
Hnrnpa2b1,Hnrnpf
Hnrnpa2b1,Hnrnpk
Hnrnpa2b1,Hnrnpl
Hnrnpa2b1,Hnrnpu
Hnrnpa2b1,Hspa8
Hnrnpa2b1,Ilf2
Hnrnpa2b1,Ilf3
Hnrnpa2b1,Lsm3
Hnrnpa2b1,Ncl
Hnrnpa2b1,Pabpc1
Hnrnpa2b1,Prpf19
Hnrnpa2b1,Psma6
Hnrnpa2b1,Psmd13
Hnrnpa2b1,Rbm3
Hnrnpa2b1,Rpl26
Hnrnpa2b1,Rpl39
Hnrnpa2b1,Rps28
Hnrnpa2b1,Rps3
Hnrnpa2b1,Rps3a1
Hnrnpa2b1,Rps4x
Hnrnpa2b1,Sf1
Hnrnpa2b1,Sf3b3
Hnrnpa2b1,Snrpd1
Hnrnpa2b1,Snrpd2
Hnrnpa2b1,Snrpd3
Hnrnpa2b1,Snw1
Hnrnpa2b1,Sra1
Hnrnpa2b1,Srrm2
Hnrnpa2b1,Syncrip
Hnrnpa2b1,U2af2
Hnrnpa2b1,Ybx1
Hnrnpa2b1,Ctnnbl1
Hnrnpa2b1,Cwc27
Hnrnpa2b1,Ddx1
Hnrnpa2b1,Eif4a3
Hnrnpa2b1,Eprs
Hnrnpa2b1,Frg1
Hnrnpa2b1,Hnrnpc
Hnrnpa2b1,Ncbp1
Hnrnpa2b1,Plrg1
Hnrnpa2b1,Ppil3
Hnrnpa2b1,Ppwd1
Hnrnpa2b1,Prpf8
Hnrnpa2b1,Rbm8a
Hnrnpa2b1,Rplp0
Hnrnpa2b1,Rps9
Hnrnpa2b1,Sf3a1
Hnrnpa2b1,Sf3a3
Hnrnpa2b1,Sf3b1
Hnrnpa2b1,Skiv2l2
Hnrnpa2b1,Snrnp200
Hnrnpa2b1,Stau1
Ppp2ca,Hnrnpa2b1
Ppp2ca,Hist1h1a
Ppp2ca,Axin1
Ppp2ca,Ppp2r1a
Ppp2ca,Hdac4
Ppp2ca,Ern2
Ppp2ca,Kctd20
Ppp2ca,Unc5b
Ppp2ca,Cebpa
Ppp2ca,Mdm2
Ppp2ca,Mapt
Ppp2ca,Arl2
Ppp2ca,Cct2
Ppp2ca,Igbp1
Ppp2ca,Isyna1
Ppp2ca,Mob4
Ppp2ca,Nxn
Ppp2ca,Pacs1
Ppp2ca,Ppme1
Ppp2ca,Ppp2r2a
Ppp2ca,Ppp2r2d
Ppp2ca,Ppp2r5a
Ppp2ca,Ppp2r5b
Ppp2ca,Ppp2r5c
Ppp2ca,Ppp2r5e
Ppp2ca,Stk24
Ppp2ca,Strn3
Ppp2ca,Tiprl
Ppp2ca,Tnpo1
Kat5,Pitx2
Kat5,Etv6
Kat5,Pla2g4a
Kat5,Sirt1
Kat5,Foxp3
Kat5,Atxn1
Kat5,Stk38
Kat5,Ruvbl1
Kat5,Ruvbl2
Kat5,Acta1
Kat5,Sun2
Kat5,Hdac6
Kat5,Actb
Kat5,Trrap
Kat5,Epc1
Kat5,Brd8
Kat5,Yeats4
Kat5,Epc2
Kat5,Hist2h2bb
Kat5,Ing3
Kat5,Ep400
Kat5,Dmap1
Kat5,Hspa8
Kat5,Lima1
Kat5,Vps72
Kat5,Actl6a
Kat5,Actg1
Kat5,H2afv
Kat5,Meaf6
Kat5,Mbtd1
Kat5,Rps18
Kat5,Tubb5
Kat5,Tuba1a
Kat5,Trim28
Kat5,Morf4l2
Kat5,Mrgbp
Kat5,Rangap1
Kat5,Sptan1
Kat5,Setx
Kat5,Sf3b1
Kat5,Sfpq
Kat5,Rab5c
Kat5,Lrrfip2
Kat5,Stat2
Kat5,Nono
Kat5,Tpr
Kat5,Hnrnpf
Kat5,Sptbn1
Kat5,Flna
Kat5,Flii
Kat5,Hdx
Kat5,Morf4l1
Kat5,Tbrg1
Ski,Gli3
Ski,Satb2
Actl6b,Smarca4
Actl6b,Smarca2
Mnt,Sin3b
Mnt,Sin3a
Mnt,Hdac1
Sin3b,Sin3a
Sin3b,Hdac1
Sin3b,Myt1
Sin3b,Phf12
Sin3b,Morf4l1
Sin3b,Mecp2
Sin3b,Rnf220
Cdk4,Cdkn1b
Cdk4,Cdkn1a
Cdk4,Ccnd1
Cdk4,Rb1
Cdk4,Ccnd2
Cdk4,Cebpa
Cdk4,Psmd10
Cdk4,Ccnd3
Cdk4,Hist1h1a
Cdk4,Pcna
Cdk4,Hist1h1c
Cdk4,Hsp90aa1
Cdk4,Cdc37
Cdk4,Hist1h1b
Cdk4,Cep57
Setdb1,Erg
Setdb1,Pou5f1
Setdb1,Cops2
Setdb1,Thrb
Setdb1,Chaf1a
Setdb1,Fgg
Setdb1,Dnmt1
Gatad2b,Nanog
Pcgf2,Phc2
Pcgf2,Slc11a1
Pcgf2,Ring1
Pcgf2,Rnf2
Pcgf2,Rybp
Pcgf2,Cbx7
Pcgf2,Mph1
Pcgf2,Sf3b1
Rnf2,Phc2
Rnf2,Thoc6
Rnf2,Ring1
Rnf2,Zfp687
Rnf2,Lcp1
Rnf2,Mllt1
Rnf2,Zbtb33
Rnf2,Setdb1
Rnf2,Cbx7
Rnf2,Mta1
Rnf2,Rbbp5
Rnf2,Hdac2
Rnf2,Ehmt1
Rnf2,Palld
Rnf2,E2f6
Rnf2,Tbl1xr1
Rnf2,Xrcc5
Rnf2,Tfdp1
Rnf2,Ctbp2
Rnf2,Matr3
Rnf2,Hp1bp3
Rnf2,Pzp
Rnf2,Skp1a
Rnf2,Rbbp7
Rnf2,Rbbp4
Rnf2,Csnk2b
Rnf2,Usp7
Rnf2,Cbx3
Rnf2,Cbx6
Rnf2,Smarca5
Rnf2,Wdr5
Rnf2,Cdc73
Rnf2,Pcgf2
Rnf2,Phc3
Rnf2,Pcgf6
Rnf2,Yaf2
Rnf2,Pcgf3
Rnf2,Kdm1a
Rnf2,L3mbtl2
Rnf2,Scmh1
Rnf2,Pcgf5
Rnf2,Pcgf1
Rnf2,Cbx2
Rnf2,Dcaf7
Rnf2,Bmi1
Rnf2,Csnk2a2
Rnf2,Phc1
Rnf2,Cbx4
Rnf2,Hspa8
Rnf2,Cbx8
Rnf2,Mga
Rnf2,Kdm2b
Rnf2,Bcor
Rnf2,Csnk2a1
Rnf2,Rybp
Rnf2,Ogt
Rnf2,Mbtd1
Rnf2,Trrap
Rnf2,Ep400
Rnf2,Brd8
Rnf2,Epc2
Rnf2,Epc1
Rnf2,Dmap1
Rnf2,Ruvbl2
Rnf2,Actl6a
Rnf2,Actg1
Rnf2,Actbl2
Rnf2,Actb
Rnf2,Morf4l1
Rnf2,Mrgbp
Rnf2,Kmt2d
Rnf2,Ncoa6
Rnf2,Kdm6a
Rnf2,Paxip1
Rnf2,Ash2l
Rnf2,Pagr1a
Rnf2,Med14
Rnf2,Med23
Rnf2,Mybbp1a
Rnf2,Smarcb1
Rnf2,2210018M11Rik
Rnf2,Sgol2
Rnf2,Sall4
Rnf2,Med24
Rnf2,Rfx1
Rnf2,Phf14
Rnf2,Med15
Rnf2,Phf21a
Rnf2,Pot1a
Rnf2,Ppp2ca
Rnf2,Coil
Rnf2,Med17
Rnf2,Taf15
Rnf2,Rnpc3
Rnf2,Esrrb
Rnf2,Wdr18
Rnf2,Rbm39
Rnf2,Hmg20a
Rnf2,Hmg20b
Rnf2,Ccnc
Rnf2,Npm2
Rnf2,Med4
Rnf2,Cenpv
Rnf2,Runx1
Rnf2,Cbfb
Rnf2,Mph1
Rnf2,Polr2a
Rnf2,Sf3b1
Rnf2,Aurkb
Rnf2,Scml2
Rnf2,Ddx5
Phc2,Rnf2
Phc2,Phc1
Phc2,Mapkapk2
Phc2,Ring1
Phc2,Bmi1
Phc2,Pcgf2
Nf1,Polr2a
Nf1,Smarca4
Nf1,Atf2
Nf1,Pou2f1
Nf1,Brca1
Nf1,Htr6
Nf1,Vps13b
Polr2a,Smarca4
Polr2a,Nf1
Polr2a,Hnrnpu
Polr2a,Wwp2
Polr2a,Dido1
Polr2a,Ctdp1
Polr2a,Ints1
Polr2a,Ints10
Polr2a,Ints3
Polr2a,Ints4
Polr2a,Ints6
Polr2a,Nelfa
Polr2a,Nelfe
Polr2a,Polr2b
Polr2a,Polr2d
Polr2a,Rft1
Polr2a,Rpap1
Musk,Dvl1
Dvl1,Musk
Dvl1,Pak1
Dvl1,Prickle1
Dvl1,Prickle2
Dvl1,Ggct
Dvl1,Arhgef19
Dvl1,Trim69
Pak1,Dvl1
Pak1,Cdc42
Pak1,Musk
Pak1,Rac1
Pak1,Mbp
Pak1,Rhoq
Pak1,Nf2
Pak1,Pxn
Pak1,Esr1
Pak1,Rac2
Pak1,Arhgef7
Cdh2,Lrp5
Cdh2,Lrp6
Cdh2,Wnt3a
Cdh2,Axin1
Cdh2,Ctnnb1
Cdh2,Kifap3
Cdh2,Kif3b
Cdh2,Ctnnd1
Cdh2,Kif5c
Cdh2,Csk
Cdh2,Pik3r1
Cdh2,Arvcf
Cdh2,Numb
Cdh2,Grin1
Cdh2,Ctnna1
Cdh2,Gna13
Cdh2,Jup
Cdh2,Cdh11
Cdh2,Pkp4
Cdh2,Ptprk
Lrp5,Cdh2
Lrp5,Axin1
Lrp5,Mesdc2
Axin1,Cdh2
Axin1,Lrp5
Axin1,Rnf111
Axin1,Smad3
Axin1,Smad6
Axin1,Smad7
Axin1,Gsk3b
Axin1,Ppp2ca
Axin1,Ppp2r1a
Axin1,Map3k1
Axin1,Map3k4
Axin1,Dvl2
Axin1,Ctnnb1
Axin1,Kif3a
Axin1,Trp53
Axin1,Hipk2
Axin1,Prmt1
Axin1,Pias1
Axin1,Pias2
Axin1,Pias4
Axin1,Apc
Rnf111,Axin1
Rnf111,Smad7
Smad6,Axin1
Smad6,Bmpr1a
Smad6,Bmpr2
Smad6,Acvr1
Smad6,Tbx6
Smad6,Smurf1
Smad7,Axin1
Smad7,Smurf1
Smad7,Smurf2
Smad7,Bmpr1a
Smad7,Bmpr2
Smad7,Acvr1
Smad7,Pex6
Smad7,Eif4enif1
Smad7,Sf3b2
Smad7,Zmym2
Smad7,Ddx5
Smad7,Prdm16
Smad7,Cblb
Axin2,Rnf11
Axin2,Smad7
Axin2,Ctnnb1
Axin2,Gsk3b
Rnf11,Axin1
Rnf11,Itch
Rnf11,Tnfaip3
Rnf11,Ripk1
Rnf11,Tax1bp1
Rnf11,Traf6
Rnf11,Nedd4
Prop1,Ctnnb1
Lrp6,Wnt1
Lrp6,Dkk1
Lrp6,Kremen2
Lrp6,Wnt5a
Lrp6,Mesdc2
Lrp6,Caprin2
Lrp6,Lrp4
Lrp6,Lrp5
Wnt1,Lrp6
Dkk1,Lrp6
Dkk1,Lrp5
Kremen2,Lrp6
Ryk,Wnt1
Ryk,Wnt3a
Ryk,Dvl1
Ryk,Cdc37
Ryk,Ephb2
Ryk,Ephb3
Ryk,Epha7
Ryk,Mllt4
Hck,Dvl2
Hck,Cbl
Hck,Sh2d1b2
Hck,Dok1
Hck,Inpp5d
Hck,Pecam1
Hck,Ret
Crk,Dvl2
Crk,Cbl
Crk,Pik3r2
Crk,Pik3cb
Crk,Abl1
Crk,D8Ertd82e
Crk,Pik3r1
Crk,Rapgef1
Crk,Bcr
Crk,Ywhae
Crk,Ywhaz
Crk,Ywhah
Crk,Avil
Crk,Plec
Crk,Ywhaq
Crk,Ywhab
Crk,Ywhag
Crk,Arhgap33
Crk,Irs1
Crk,Bcar1
Dvl2,Src
Dvl2,Hck
Dvl2,Axin1
Dvl2,Vangl1
Dvl2,Vangl2
Dvl2,Pard6a
Dvl2,Smurf2
Dvl2,Pklr
Dvl2,Smurf1
Dvl2,Gabarapl1
Dvl2,Zbtb17
Fzd1,Wnt7b
Fzd4,Wnt7b
Fzd4,Wnt5a
Fzd10,Wnt7b
Fzd7,Wnt7a
Wnt5a,Lrp6
Wnt5a,Ryk
Sfrp4,Wnt3a
Frzb,Wnt3a
Sfrp1,Wnt3a
Sfrp1,Wnt8a
Sfrp1,Wnt5a
Sfrp1,Pus7l
Sfrp2,Wnt3a
Sfrp2,Bmp1
Sfrp2,Tll1
Ehmt2,H3f3a
Ehmt2,Dnmt3a
Ehmt2,Dnmt3b
Ehmt2,Wiz
Ehmt2,Ehmt1
Ehmt2,Zfp462
Ehmt2,Cbx3
Ehmt2,Cwc15
Ehmt2,Rbbp4
Ehmt2,Cbx5
Ehmt2,Suz12
Ehmt2,Zfp518a
Ehmt2,Glrx5
Ehmt2,Gm340
Ehmt2,Zfp518b
Ehmt2,Cbx1
Ehmt2,Uhrf1
Ehmt2,Eed
Ehmt2,Zfp644
Ehmt2,Mtf2
Ehmt2,Ezh2
Ehmt2,Rtfdc1
Ehmt2,Lin28a
Ehmt2,Cdyl
Ehmt2,Ezh1
Ehmt2,Nifk
Ehmt2,Csnk2a1
Ehmt2,Pogz
Ehmt2,Mbd3
Ehmt2,Cdyl2
Ehmt2,Mta1
Ehmt2,Champ1
Ehmt2,Zfp568
Ehmt2,Lcor
Ehmt2,Mphosph8
Ehmt2,Mier2
Ehmt2,Mbtd1
Ehmt2,Sumf1
Ehmt2,Rps4l
Ehmt2,Dnmt1
Ehmt2,Atf7ip
Ehmt2,Irf2bpl
Ehmt2,Hirip3
Ehmt2,Palld
Ehmt2,Denr
Myt1,Sin3b
Myt1l,Sin3b
Tcf21,Ar
Tcf21,Hdac1
Klf6,Hdac3
Rrn3,Polr1b
Rrn3,Taf1b
Cited2,Tfap2a
Cited2,Crebbp
Prkdc,Trp53
Prkdc,Vcp
Prkdc,Rnf144a
Hdac4,Ifrd1
Hdac4,Ywhab
Hdac4,Mef2a
Hdac4,Creb1
Hdac4,Ppp2ca
Hdac4,Myocd
Hdac4,Runx2
Hdac4,Dnajb6
Hdac4,Tnf
Hdac4,Mef2c
Hdac4,Mef2d
Hdac4,Rfxank
Hdac4,Ruvbl2
Hdac4,Camk1
Hdac4,Map1s
Mad1l1,Hdac1
Cdk2,Pura
Cdk2,Cdkn1a
Cdk2,Rb1
Cdk2,Ccna1
Cdk2,Ccne1
Cdk2,Cdc6
Cdk2,H1
Cdk2,Cdkn1b
Cdk2,Bcl2
Cdk2,Trp53
Cdk2,H1f0
Cdk2,Smn1
Cdk2,Ccna2
Cdk2,Ccnd2
Cdk2,Ltb
Cdk2,Hist1h1a
Cdk2,Npm1
Cdk2,Pcna
Cdk2,Hist1h1c
Cdk2,Hist1h1b
