Official Symbol Interactor A,Official Symbol Interactor B
Commd4,Ccdc22
Commd7,Ccdc22
Commd7,Commd10
Commd7,Commd5
Commd7,Commd8
Commd8,Ccdc22
Commd8,Cul3
Commd8,Cul1
Psma3,Cct8
Psma3,Hnrnpf
Psma3,Hspa2
Psma3,Ireb2
Psma3,Kars
Psma3,Khsrp
Psma3,Prrc2a
Psma3,Psmc2
Psma3,Psmd5
Psma3,Snrpf
Psma3,Uchl5
Psma3,Vps37c
Psma3,Wdr48
Psma3,Adrm1
Psma3,Asah1
Psma3,Dnaja1
Psma3,Hnrnpll
Psma3,Hspa8
Psma3,Letm1
Psma3,Lonp1
Psma3,Psma1
Psma3,Psma2
Psma3,Psma4
Psma3,Psma5
Psma3,Psma6
Psma3,Psma7
Psma3,Psmb2
Psma3,Psmb3
Psma3,Psmb4
Psma3,Psmb6
Psma3,Psmb7
Psma3,Psmb8
Psma3,Psmb9
Psma3,Psmc1
Psma3,Psmc3
Psma3,Psmc4
Psma3,Psmc5
Psma3,Psmc6
Psma3,Psmd1
Psma3,Psmd11
Psma3,Psmd12
Psma3,Psmd13
Psma3,Psmd2
Psma3,Psmd3
Psma3,Psmd6
Psma3,Psmd7
Psma3,Psmd8
Psma3,Psmd9
Psma3,Psme1
Psma3,Psme2
Psma3,Psme3
Psma3,Slc25a5
Psma3,Txnl1
Psma3,Usp14
Psma3,Vcp
Rtf1,Cd81
Rtf1,Ptpn11
Rtf1,Hadhb
Rtf1,Snx6
Rtf1,Srpk2
Rtf1,Ube2a
Rtf1,Ctr9
Rtf1,Dnlz
Rtf1,Leo1
Rtf1,Paf1
Rtf1,Supt16
Rtf1,Tcea1
Rtf1,Wdr61
Pfdn2,Cdc37
Pfdn2,Ppp2cb
Pfdn2,Rabggta
Pfdn2,Ubqln2
Pfdn2,Gnb5
Pfdn2,Hsp90aa1
Pfdn2,Hsp90ab1
Pfdn2,Hspa4
Pfdn2,Osbp
Pfdn2,Pfdn1
Pfdn2,Pfdn5
Pfdn2,Pfdn6
Pfdn2,Rpap3
Pfdn2,Ruvbl2
Pfdn2,Tpd52l2
Pfdn2,Vbp1
Pfdn2,Ywhab
Pfdn2,Ywhae
Pfdn2,Ywhag
Pfdn2,Ywhaq
Tars2,Cdc37
Tars2,Cul3
Tars2,Ahsa1
Rpl6,Cdc42
Rpl6,Eef2
Rpl6,Glg1
Rpl6,Rac1
Rpl6,Rplp1
Rpl6,Rps27a
Rpl6,Sec31a
Rpl6,Tubb5
Rpl6,Uggt1
Rpl6,Actb
Rpl6,Btf3
Rpl6,Cdc37
Rpl6,Eif4e
Rpl6,Eif5a
Rpl6,Hnrnpu
Rpl6,Iqgap1
Rpl6,Pcbp1
Rpl6,Gnb2l1
Rpl6,Rpl11
Rpl6,Rpl13
Rpl6,Rpl14
Rpl6,Rpl17
Rpl6,Rpl18a
Rpl6,Rpl19
Rpl6,Rpl22
Rpl6,Rpl23
Rpl6,Rpl23a
Rpl6,Rpl24
Rpl6,Rpl26
Rpl6,Rpl27
Rpl6,Rpl29
Rpl6,Rpl30
Rpl6,Rpl31
Rpl6,Rpl35
Rpl6,Rpl36a
Rpl6,Rpl39
Rpl6,Rpl4
Rpl6,Rpl5
Rpl6,Rpl8
Rpl6,Rplp2
Rpl6,Rps10
Rpl6,Rps11
Rpl6,Rps13
Rpl6,Rps14
Rpl6,Rps17
Rpl6,Rps18
Rpl6,Rps19
Rpl6,Rps20
Rpl6,Rps21
Rpl6,Rps23
Rpl6,Rps25
Rpl6,Rps3
Rpl6,Rps3a1
Rpl6,Rps4x
Rpl6,Rps6
Rpl6,Rps7
Rpl6,Tpt1
Rpl6,Abce1
Rpl6,Ddx3x
Rpl6,Dhx29
Rpl6,Ebna1bp2
Rpl6,AI314180
Rpl6,Eef1g
Rpl6,Gtf2f1
Rpl6,Lrrc59
Rpl6,Plod3
Rpl6,Poldip3
Rpl6,Ppwd1
Rpl6,Prpf3
Rpl6,Raver1
Rpl6,Rcsd1
Rpl6,Rock2
Rpl6,Rpl15
Rpl6,Rpl32
Rpl6,Rpl38
Rpl6,Rps15a
Rpl6,Rps24
Rpl6,Rps28
Rpl6,Rps5
Rpl6,Rps8
Rpl6,Rps9
Rpl6,Sarnp
Rpl6,Scyl2
Rpl6,Sf3a3
Rpl6,Stau1
Rpl6,Tcf25
Rpl6,Tmem165
Rpl6,Top1
Rpl6,Usp46
Rpl6,Zfp330
Rplp0,Cdc42
Rplp0,Eif3h
Rplp0,Npm1
Rplp0,Rplp1
Rplp0,Actb
Rplp0,Actn4
Rplp0,Dnaja1
Rplp0,Eif5a
Rplp0,Eprs
Rplp0,Hnrnpu
Rplp0,Hspa8
Rplp0,Iqgap1
Rplp0,Pabpc1
Rplp0,Psmc2
Rplp0,Gnb2l1
Rplp0,Rpl10a
Rplp0,Rpl11
Rplp0,Rpl12
Rplp0,Rpl13
Rplp0,Rpl14
Rplp0,Rpl15
Rplp0,Rpl17
Rplp0,Rpl18
Rplp0,Rpl18a
Rplp0,Rpl22
Rplp0,Rpl23
Rplp0,Rpl23a
Rplp0,Rpl24
Rplp0,Rpl26
Rplp0,Rpl27
Rplp0,Rpl28
Rplp0,Rpl30
Rplp0,Rpl31
Rplp0,Rpl35
Rplp0,Rpl38
Rplp0,Rpl39
Rplp0,Rpl5
Rplp0,Rpl6
Rplp0,Rpl8
Rplp0,Rplp2
Rplp0,Rps13
Rplp0,Rps14
Rplp0,Rps15a
Rplp0,Rps18
Rplp0,Rps19
Rplp0,Rps25
Rplp0,Rps3a1
Rplp0,Rps4x
Rplp0,Rps6
Rplp0,Rps7
Rplp0,Ybx1
Rplp0,Ctsh
Rplp0,Ddx6
Rplp0,Eef1e1
Rplp0,Eef2
Rplp0,Fmr1
Rplp0,Gapdh
Rplp0,Hnrnpab
Rplp0,Hnrnpl
Rplp0,Lsm14a
Rplp0,Ncbp1
Rplp0,Pa2g4
Rplp0,Pabpn1
Rplp0,Pcbp1
Rplp0,Poldip3
Rplp0,Ppia
Rplp0,Rock2
Rplp0,Rpl13a
Rplp0,Rpl3
Rplp0,Rpl32
Rplp0,Rpl36a
Rplp0,Rpl4
Rplp0,Rps10
Rplp0,Rps11
Rplp0,Rps15
Rplp0,Rps17
Rplp0,Rps2
Rplp0,Rps20
Rplp0,Rps23
Rplp0,Rps24
Rplp0,Rps27a
Rplp0,Rps28
Rplp0,Rps3
Rplp0,Rps5
Rplp0,Rps8
Rplp0,Rps9
Rplp0,Sarnp
Rplp0,Stau1
Rplp0,Syncrip
Rplp0,Tpt1
Rpa2,Cdc5l
Rpa2,Pts
Rpa2,Rpa3
Rpa2,Rpa1
Rps16,Cdc5l
Rps16,Hspa8
Rps16,Igsf8
Rps16,Nme2
Rps16,Ppif
Rps16,Rpl10
Rps16,Rpl12
Rps16,Rpl19
Rps16,Rpl38
Rps16,Rpl9
Rps16,Rps17
Rps16,Rps19
Rps16,Rps20
Rps16,Rps27
Rps16,Ddx3x
Rps16,Eef2
Rps16,Eif2a
Rps16,Eif3l
Rps16,Eif5a
Rps16,Impdh1
Rps16,Larp1
Rps16,Gnb2l1
Rps16,Rbm8a
Rps16,Rpl10a
Rps16,Rpl11
Rps16,Rpl13
Rps16,Rpl13a
Rps16,Rpl14
Rps16,Rpl15
Rps16,Rpl18a
Rps16,Rpl22
Rps16,Rpl23a
Rps16,Rpl24
Rps16,Rpl3
Rps16,Rpl30
Rps16,Rpl4
Rps16,Rpl6
Rps16,Rpl7
Rps16,Rpl8
Rps16,Rplp0
Rps16,Rplp2
Rps16,Rps10
Rps16,Rps11
Rps16,Rps12
Rps16,Rps13
Rps16,Rps14
Rps16,Rps15a
Rps16,Rps18
Rps16,Rps2
Rps16,Rps21
Rps16,Rps23
Rps16,Rps24
Rps16,Rps25
Rps16,Rps26
Rps16,Rps27a
Rps16,Rps28
Rps16,Rps3
Rps16,Rps3a1
Rps16,Rps4x
Rps16,Rps6
Rps16,Rps7
Rps16,Rps8
Rps16,Rps9
Rps16,Rpsa
Rps16,Snd1
Rps16,Tpt1
Rps16,Actg1
Rps16,Btf3
Rps16,Eef1g
Rps16,Rpl17
Rps16,Rpl18
Rps16,Rpl23
Rps16,Rpl26
Rps16,Rpl32
Rps16,Rpl35
Rps16,Rpl5
Rps16,Rps15
Rps16,Rps5
Rps16,Tubgcp4
Snrpf,Cdc5l
Snrpf,Cul2
Snrpf,Ddx39b
Snrpf,Eif4a3
Snrpf,Erh
Snrpf,Fermt2
Snrpf,Hnrnpf
Snrpf,Hspd1
Snrpf,Lsm3
Snrpf,Lsm6
Snrpf,Prmt1
Snrpf,Puf60
Snrpf,Sf3b3
Snrpf,Snrnp200
Snrpf,Snrpd2
Snrpf,Snrpd3
Snrpf,Snrpg
Snrpf,Snw1
Snrpf,Srrm2
Snrpf,Srrt
Snrpf,Strap
Snrpf,Syncrip
Snrpf,Ubfd1
Snrpf,Wdr77
Snrpf,Ybx1
Arf2,Cdipt
Arf2,Gga1
Arf2,Pgam1
Arf2,Rpl11
Arf2,Rpl14
Arf2,Rpl4
Atp5e,Cds2
Atp5e,Cox17
Atp5e,Ndufa3
Atp5e,Ndufb6
Atp5e,Ndufs4
Atp5e,S100a1
Atp5e,Uqcc2
Atp5e,Usmg5
Atp5e,Atp5a1
Atp5e,Atp5b
Atp5e,Atp5c1
Atp5e,Atp5d
Atp5e,Atp5f1
Atp5e,Atp5h
Atp5e,Atp5k
Atp5e,Atp5j
Atp5e,Atp5l
Atp5e,Atp5o
Atp5e,Cox6b1
Atp5e,Ndufa2
Atp5e,Ndufa4
Atp5e,Ndufa5
Atp5e,Ndufa6
Atp5e,Ndufb5
Atp5e,Ndufs3
Atp5e,Ndufv2
Atp5e,Ndufv3
Atp5e,Sdhb
Atp5e,Uqcrc2
Atp5e,Cox6c
Atp5e,Ndufb10
Atp5e,Ndufb7
Atp5e,Ndufs1
Atp5e,Ndufs7
Atp5e,Ndufv1
Atp5e,Sdha
Atp5e,Uqcr10
Atp5e,Uqcrfs1
Atp5e,Uqcrh
Atp5k,Cds2
Atp5k,Cisd1
Atp5k,Ndufa9
Atp5k,Ndufb3
Atp5k,Aco2
Atp5k,Atp5c1
Atp5k,Atp5d
Atp5k,Atp5f1
Atp5k,Atp5h
Atp5k,Atp5l
Atp5k,Atp5o
Atp5k,Atp5s
Atp5k,Cox6c
Atp5k,Cs
Atp5k,Cyc1
Atp5k,Dlat
Atp5k,Idh3a
Atp5k,Ndufa10
Atp5k,Ndufa2
Atp5k,Ndufa3
Atp5k,Ndufa4
Atp5k,Ndufa5
Atp5k,Ndufa6
Atp5k,Ndufa8
Atp5k,Ndufab1
Atp5k,Ndufb7
Atp5k,Ndufc2
Atp5k,Ndufs1
Atp5k,Ndufs3
Atp5k,Ndufs4
Atp5k,Ndufs7
Atp5k,Ndufv1
Atp5k,Ndufv2
Atp5k,Ndufv3
Atp5k,Sdha
Atp5k,Uqcr10
Atp5k,Uqcrc1
Atp5k,Uqcrc2
Atp5k,Uqcrfs1
Atp5k,Usmg5
Atp5k,Ndufa12
Atp5k,Ndufb10
Atp5k,Ndufb5
Atp5k,Ndufb6
Atp5k,Ndufs5
Atp5k,Sdhb
Atp5k,Sucla2
Atp5k,Uqcc2
Dynlt3,Cenpe
Dynlt3,Clasp1
Dynlt3,Nif3l1
Dynlt3,Rps3
Dynlt3,Sec13
Dynlt3,Bub3
Dynlt3,Dync1li1
Dynlt3,Dync1li2
Dynlt3,Serbp1
Dynlt3,Vdac1
Dynlt3,Apc
Dynlt3,Clasp2
Dynlt3,Dctn2
Tuba1b,Cep76
Tuba1b,Map1lc3a
Tuba1b,Mink1
Tuba1b,Pfdn5
Tuba1b,Ptp4a1
Tuba1b,Snap91
Tuba1b,Tcp1
Tuba1b,Tuba1a
Tuba1b,Tuba4a
Tuba1b,Tubb2a
Tuba1b,Tubb4b
Tuba1b,Tubb5
Tuba1b,Tubgcp2
Tuba1b,Vdac1
Tuba4a,Cep76
Tuba4a,Clic4
Tuba4a,Map1a
Tuba4a,Pygm
Tuba4a,Rbbp5
Tuba4a,Txnrd1
Tuba4a,Actn2
Tuba4a,Atg4b
Tuba4a,Calb2
Tuba4a,Clip1
Tuba4a,Cul4a
Tuba4a,Gphn
Tuba4a,Prps1
Tuba4a,Tbcb
Tuba4a,Tbce
Tuba4a,Tubb2a
Tuba4a,Tubb4a
Tuba4a,Tubb4b
Tuba4a,Tubb5
Tuba4a,Tubgcp2
Tuba4a,Vdac1
Tuba4a,Ncald
Itih4,Cfi
Cox17,Chchd4
Cox17,Katnal1
Cox17,Mrpl16
Cox17,Mrpl32
Cox17,Sco1
Immt,Chchd6
Immt,Etfdh
Immt,Sdhd
Immt,Apoo
Immt,Chchd3
Immt,Ndufs1
Immt,Nipsnap3b
Immt,Pla2g15
Immt,Txndc9
Chgb,Chga
Chgb,Snap25
Chgb,Ccdc92
Chgb,Tubb2a
Phgdh,Chmp2b
Phgdh,Rpap3
Pafah1b3,Chmp7
Pafah1b3,Gbp2
Pafah1b3,Hsph1
Pafah1b3,Ube2o
Pafah1b3,Pafah1b1
Arhgap29,Chn1
Srgap3,Chn1
Srgap3,Ophn1
Srgap3,Wasf1
Cnp,Chn2
Cnp,Fam96b
Cttnbp2,Chn2
Cttnbp2,Igbp1
Cttnbp2,Ppp2r5b
Cttnbp2,Strn
Cttnbp2,Appl1
Cttnbp2,Cct2
Cttnbp2,Cct3
Cttnbp2,Cct5
Cttnbp2,Cct8
Cttnbp2,Cttn
Cttnbp2,Golga2
Cttnbp2,Pdcd10
Cttnbp2,Ppfia3
Cttnbp2,Ppme1
Cttnbp2,Ppp2ca
Cttnbp2,Ppp2cb
Cttnbp2,Ppp2r1a
Cttnbp2,Ppp2r2a
Cttnbp2,Rufy3
Cttnbp2,Strn3
Cttnbp2,Tcp1
Cttnbp2,Ppp2r2d
Cttnbp2,Stk24
Plcl1,Chn2
Scg5,Chn2
Scg5,Ubqln1
Scg5,Pcsk2
Scg5,Ubqln4
Thy1,Chn2
Aip,Chordc1
Aip,Tomm34
Aip,Ago1
Aip,Bag3
Aip,Cdc37
Aip,Dnajb4
Aip,Echdc1
Aip,Eif2s3x
Aip,Fkbpl
Aip,Gna13
Aip,Hace1
Aip,Hsp90ab1
Aip,Lamp1
Aip,Lrrc40
Aip,Ptges3
Aip,Sh3glb2
Aip,Stip1
Aip,Sugt1
Aip,Usp19
Aip,Wipi2
Aip,Dpcd
Aip,Wdr92
Atp6v1d,1110008P14Rik
Atp6v1d,Tomm34
Atp6v1d,Vcp
Atp6v1d,Atp6v1b2
Atp6v1d,Atp6v1c1
Atp6v1d,Atp6v1f
Atp5j,Cisd1
Atp5j,Ndufa5
Atp5j,Ndufs7
Atp5j,Atp5a1
Atp5j,Atp5c1
Atp5j,Atp5d
Atp5j,Atp5f1
Atp5j,Atp5h
Atp5j,Atp5k
Atp5j,Atp5l
Atp5j,Atp5o
Atp5j,Atp5s
Atp5j,Ndufab1
Atp5j,Ndufs3
Atp5j,Ndufv1
Atp5j,Ndufv2
Atp5j,Rplp2
Atp5j,Sdhb
Atp5j,Coq9
Atp5j,Ndufa8
Atp5j,Ndufs1
Atp5j,Uqcrc2
Atp5j,Uqcrfs1
Bckdhb,4931406C07Rik
S100a11,4931406C07Rik
S100a11,Myh9
S100a11,Ptgr1
S100a11,Vwa5a
S100a11,Cpt2
S100a11,Gbp3
S100a11,Hadha
S100a11,Nudt14
S100a11,Rock1
S100a11,Tnfaip8
Ldhb,Ckb
Ldhb,Cygb
Ldhb,Gstk1
Ldhb,Ndufa8
Ldhb,Ndufs1
Ldhb,Ndufv2
Ldhb,Pdk2
Ldhb,Pfas
Ldhb,Sdha
Ldhb,Uqcrc1
Ldhb,Uqcrfs1
Ldhb,Ndufa10
Ldhb,Suclg1
Ldhb,Ubfd1
Ldhb,Cisd1
Ldhb,Ndufs2
Snrpd2,Clns1a
Snrpd2,Crlf3
Snrpd2,Dmtn
Snrpd2,Frg1
Snrpd2,Ilf2
Snrpd2,Ppil3
Snrpd2,Psmb3
Snrpd2,Rbm8a
Snrpd2,Sf3a1
Snrpd2,Sf3b1
Snrpd2,Srrm1
Snrpd2,Wdr77
Snrpd2,Ddx39b
Snrpd2,Ddx5
Snrpd2,Dnajc8
Snrpd2,Dync1h1
Snrpd2,Eif4a3
Snrpd2,Erh
Snrpd2,Hnrnpa3
Snrpd2,Hnrnpf
Snrpd2,Hspa8
Snrpd2,Hspd1
Snrpd2,Mapre1
Snrpd2,Ppil1
Snrpd2,Puf60
Snrpd2,Sf3b3
Snrpd2,Snrpd3
Snrpd2,Srrm2
Snrpd2,Strap
Snrpd2,Stxbp2
Snrpd2,Stxbp3a
Snrpd2,Syncrip
Snrpd2,Ybx1
Snrpd2,Cdc5l
Snrpd2,Cwc27
Snrpd2,Plrg1
Snrpd2,Ppie
Snrpd2,Ppwd1
Snrpd2,Prmt5
Snrpd2,Prpf3
Snrpd2,Prpf31
Snrpd2,Prpf8
Snrpd2,Sf3a3
Snrpd2,Sfpq
Snrpd2,Snrnp200
Snrpd2,Snw1
Cpne7,Clpb
Cpne7,Pik3c3
Cpne7,Rpf2
Cpne7,Tgfbrap1
Csnk2a2,Cltb
Csnk2a2,Dis3l2
Csnk2a2,Gtf2a1
Csnk2a2,Hnrnpc
Csnk2a2,Ube2r2
Csnk2a2,Aqp4
Csnk2a2,Cap2
Csnk2a2,8030462N17Rik
Csnk2a2,Csnk2b
Csnk2a2,Dcaf7
Csnk2a2,Eif2b5
Csnk2a2,Eif3b
Csnk2a2,Haghl
Csnk2a2,Hdgfrp2
Csnk2a2,Kif5c
Csnk2a2,Nt5c2
Csnk2a2,Pip4k2a
Csnk2a2,Pip4k2b
Csnk2a2,Pip4k2c
Csnk2a2,Ppp1r1b
Csnk2a2,Prrc2c
Csnk2a2,Srrm1
Csnk2a2,Ccdc59
Dnm2,Cltc
Dnm2,Ruvbl2
Dnm2,Cttn
Dnm2,Dnm3
Dnm2,Fnbp1
Dnm2,Grb2
Dnm2,Pef1
Dnm2,Rab7
Dnm2,Sh3kbp1
Dnm2,Stau1
Dnm2,Wipi2
Dnm2,Zfand6
Dnm2,Asap1
Dnm2,Bre
Dnm2,Gab1
Vps33b,Cltc
Vps33b,Vipas39
Vps33b,Vps33a
Vps33b,Ywhab
C9,Clu
C9,Hc
C9,C8a
C9,C8b
Lyz1,Clu
Nucb2,Clu
Nucb2,Camk1d
Nucb2,Cul2
Nucb2,Nae1
Ephx2,Cmbl
Ephx2,Fam213a
Ephx2,Nipsnap3b
Osbpl9,Cmbl
Osbpl9,Jup
Cnn2,Cnn3
Fam192a,Cnn3
Fto,Cnn3
Fto,Cndp2
Fto,Fam192a
Fto,Gphn
Fto,Nrd1
Fto,Ppp2r2d
Fto,Dak
Fto,Aasdhppt
Fto,Ankrd17
Fto,Bccip
Fto,Ddx24
Fto,Gfm2
Fto,Micu1
Fto,Mvd
Fto,Pdcd2l
Stmn3,Cntn1
Stmn3,Crmp1
Stmn3,Map2
Stmn3,Snap25
Stmn3,Sult4a1
Stmn3,Uchl1
Stmn3,Elavl4
Stmn3,Ubqln1
Stmn3,Kif5a
Stmn3,Mical3
Ccdc93,Commd10
Ccdc93,Commd4
Ccdc93,Commd5
Ccdc93,Commd7
Ccdc93,Ccdc22
Ccdc93,Sumo3
Ccdc93,Exoc1
Mrpl15,Copb1
Mrpl15,Mrpl11
Mrpl15,Mrpl12
Mrpl15,Mrpl18
Mrpl15,Mrpl13
Mrpl15,Mrpl14
Mrpl15,Mrpl19
Dync1i2,Cops4
Dync1i2,Ddx1
Dync1i2,Dync1h1
Dync1i2,Dync1li1
Dync1i2,Dynlrb1
Dync1i2,Eif3k
Dync1i2,Hnrnpa0
Dync1i2,Serbp1
Dync1i2,Cops2
Dync1i2,Cops3
Dync1i2,Cops8
Dync1i2,Eif3c
Dync1i2,Eif3g
Dync1i2,Golph3
Dync1i2,Map2
Dync1i2,Prune2
Dync1i2,Psmd8
Dync1i2,Rps26
Dync1i2,Rps5
Dync1i2,Cul4a
Dync1i2,Dynlt3
Atp9a,Cops6
Atp9a,Naa30
Atp9a,Dhx29
Atp9a,AI314180
Atp9a,Herc4
Atp9a,Lars
Atp9a,Lrrc59
Atp9a,Mlec
Atp9a,Rpl7a
Atp9a,Rps4x
Atp9a,Top1
Gabarapl1,Cops7a
Gabarapl1,Rtn4ip1
Gabarapl1,Atg7
Gabarapl1,Cul3
Gabarapl1,Hadhb
Gabarapl1,Selo
Gabarapl1,Atg5
Gabarapl1,Fyco1
Gabarapl1,Gabarap
Babam1,Cops8
Babam1,Bre
Babam1,Cops7a
Babam1,Psmd5
Eif3e,Cops8
Eif3e,Eif3j1
Eif3e,Eif3k
Eif3e,Psmc6
Eif3e,Cops2
Eif3e,Cops7a
Eif3e,Eif3b
Eif3e,Eif3c
Eif3e,Eif3f
Eif3e,Eif3g
Eif3e,Eif3h
Eif3e,Eif3i
Eif3e,Eif3l
Eif3e,Eif3m
Eif3e,Rps19
Tnr,Cops8
Eci1,Coq9
Eci1,Cpt2
Eci1,Etfb
Eci1,Etfdh
Eci1,Hibadh
Eci1,Taldo1
Eci1,Acaa2
Eci1,Acadl
Eci1,Acadm
Eci1,Acads
Eci1,Acadvl
Eci1,Chchd3
Eci1,Clybl
Eci1,Echs1
Eci1,Etfa
Eci1,Hadh
Eci1,Hadha
Eci1,Hadhb
Eci1,Hsdl2
Eci1,Decr1
Got2,Coq9
Got2,Cyc1
Got2,Ndufa3
Got2,Glrx
Got2,Mdh2
Got2,Ndufa10
Got2,Ndufs1
Got2,Ndufs2
Got2,Ndufs3
Got2,Ndufs7
Got2,Uqcrc1
Got2,Uqcrc2
Got2,Aco2
Got2,Atp5a1
Got2,Idh3g
Got2,Sdhb
Pip4k2a,Coro1a
Pip4k2a,Vti1a
Pip4k2a,Ap3s1
Pip4k2a,Ccdc59
Pip4k2a,Rac1
Pip4k2a,Timm8b
Pip4k2a,Endod1
Tbc1d17,Coro1b
Tbc1d17,Cul2
Tbc1d17,Gabarapl1
Tbc1d17,Lipa
Tbc1d17,Mecr
Tbc1d17,Memo1
Tbc1d17,Psmd9
Tbc1d17,Rab5a
Tbc1d17,Selo
Tbc1d17,Twf2
Tbc1d17,Ahsa2
Tbc1d17,Hao1
Gpm6a,Cox6a1
Gpm6a,Nptn
Gpm6a,Syt2
Gpm6a,Diras2
Gpm6a,Ndufb10
Gpm6a,Negr1
Gpm6a,Plp1
Gpm6a,Rtn1
Gpm6a,Snap25
Gpm6a,Syp
Gpm6a,Uqcrh
Gpm6a,Cox6b1
Gpm6a,Fbn2
Slc6a1,Cox6a1
Slc6a1,Ndufb10
Slc6a1,Syp
Slc6a1,Gpm6a
Slc6a1,Ndufs5
Slc6a1,Ndufv1
Slc6a1,Nptn
Slc6a1,Plp1
Slc6a1,Snap25
Slc6a1,Syt2
Slc6a1,Uqcrh
Slc6a1,Cox6b1
Slc6a1,Diras2
Cox5a,Cox6b1
Cox5a,Cox7a2
Cox5a,Cox7c
Cox5a,Cycs
Cox5a,Ndufb10
Cox5a,Slc25a4
Cox5a,Slc25a5
Cox5a,Atp5a1
Cox5a,Atp5b
Cox5a,Atp5d
Cox5a,Cox4i1
Cox5a,Cox6c
Cox5a,Cyc1
Cox5a,Dlst
Cox5a,Ndufa4
Cox5a,Ndufv2
Cox5a,Sco1
Cox5a,Sdha
Cox5a,Tpi1
Cox5a,Uqcrc2
Cox5a,Uqcrfs1
Cox5a,Atp5c1
Cox5a,Atp5e
Cox5a,Atp5k
Cox5a,Atp5l
Cox5a,Dlat
Cox5a,Ndufa10
Cox5a,Ndufa12
Cox5a,Ndufs1
Cox5a,Ndufs2
Cox5a,Ndufs3
Cox5a,Sdhb
Cox5a,Usmg5
Mocos,Cp
Mocos,Fam169a
Mocos,Parva
Mocos,Qdpr
Mocos,Tns3
Cck,Cpe
Hspa12a,Cpne6
Hspa12a,Dpy30
Hspa12a,Ap3s1
Hspa12a,Cadm1
Hspa12a,Eny2
Hspa12a,Epb4.1l1
Hspa12a,Pip4k2c
Eif3j1,8030462N17Rik
Eif3j1,Eif3b
Eif3j1,Eif3c
Eif3j1,Eif3g
Eif3j1,Eif3k
Eif3j1,Eif4b
Eif3j1,Eif4g1
Eif3j1,Haghl
Eif3j1,Ttc1
Srpk2,8030462N17Rik
Srpk2,Myef2
Srpk2,Acin1
Srpk2,Adprh
Srpk2,Ahcyl1
Srpk2,Cdc42ep4
Srpk2,Drap1
Srpk2,Hnrnpc
Srpk2,Luc7l2
Srpk2,Pabpc1
Srpk2,Rbm39
Srpk2,Snrpd1
Srpk2,Srrm1
Srpk2,Srsf2
Srpk2,Tpd52
Srpk2,Zranb2
Psma2,Crbn
Psma2,Lonp1
Psma2,Psmd9
Psma2,Rad23b
Psma2,Adrm1
Psma2,Prpf19
Psma2,Psma1
Psma2,Psma4
Psma2,Psma5
Psma2,Psma6
Psma2,Psma7
Psma2,Psmb2
Psma2,Psmb3
Psma2,Psmb4
Psma2,Psmb6
Psma2,Psmb7
Psma2,Psmc1
Psma2,Psmc4
Psma2,Psmc5
Psma2,Psmc6
Psma2,Psmd1
Psma2,Psmd11
Psma2,Psmd12
Psma2,Psmd13
Psma2,Psmd2
Psma2,Psmd5
Psma2,Psmd6
Psma2,Psmd8
Psma2,Psme1
Psma2,Psme2
Psma2,Psme3
Psma2,Psmf1
Psma2,Psmg1
Psma2,Txnl1
Psma2,Ubqln1
Psma2,Ubqln2
Psma2,Uchl5
Psma2,Usp14
Psma2,Vcp
Psma2,AI314180
Psma2,Psme4
Ina,Crmp1
Ina,Epdr1
Ina,Sars2
Ina,Tagln3
Ina,Abhd10
Ina,Dip2b
Ina,Hnrnpu
Ina,Iqgap1
Ina,Micu1
Ina,Pars2
Ina,Poldip3
Ina,Rock2
Ina,Rpl6
Ina,Rps4x
Ina,Rps6
Ina,Stau1
B2m,Cryab
B2m,Mapk15
B2m,Fth1
B2m,Map1s
B2m,Tsnax
B2m,Cstb
B2m,Slc4a2
Bmpr2,Cryab
Bmpr2,Arsa
Bmpr2,Ctbp1
Bmpr2,Pmpca
Bmpr2,Prkcb
Bmpr2,Rabggta
Bmpr2,Tubb4a
Bmpr2,Tubb5
Bmpr2,Twf1
Atp5b,Cs
Atp5b,Ndufa10
Atp5b,Uqcrfs1
Atp5b,Ywhae
Atp5b,Apoa1
Atp5b,Atp5a1
Atp5b,Atp5c1
Atp5b,Atp5d
Atp5b,Atp5f1
Atp5b,Atp5h
Atp5b,Atp5k
Atp5b,Atp5j
Atp5b,Atp5l
Atp5b,Atp5o
Atp5b,Atp5s
Atp5b,Atpaf2
Atp5b,Cyc1
Atp5b,Fis1
Atp5b,Ndufa4
Atp5b,Ndufs2
Atp5b,Ndufs3
Atp5b,Sdhb
Atp5b,Sirt3
Atp5b,Stau1
Atp5b,Uqcrc2
Atp5b,Idh3g
Atp5b,Ndufs1
Atp5b,Suclg1
Ganab,Csde1
Ganab,Uba5
Ganab,Cutc
Ganab,Hyou1
Nsun2,Csde1
Nsun2,Skiv2l2
Nsun2,Actr3
Nsun2,Eftud1
Nsun2,Gars
Nsun2,Hars
Nsun2,2510003E04Rik
Nsun2,Nxf1
Nsun2,Osgep
Nsun2,Pfdn5
Nsun2,Tsn
Nsun2,Ttll12
Nsun2,Uggt1
Nsun2,Aatf
Nsun2,Abcf2
Nsun2,Arpc2
Nsun2,Dcaf13
Nsun2,Ddx27
Nsun2,Dis3
Nsun2,Gar1
Nsun2,Gnl2
Nsun2,Gnl3
Nsun2,Gtpbp4
Nsun2,Hgh1
Nsun2,Imp3
Nsun2,Lsg1
Nsun2,Noc3l
Nsun2,Nop14
Nsun2,Pdcd11
Nsun2,Pinx1
